date,btcPrice,cbbiConfidence,regime,dailyReturn,portfolioReturn,equity,bull2x,bull3x,bear1x,usdc,spot
2015-08-24,211.96,0.1094,ACCUMULATION,-0.073105,-0.051174,80242.05,0.000,0.000,0.000,0.300,0.700
2015-08-25,222.66,0.0931,ACCUMULATION,0.050478,0.035335,83077.38,0.000,0.000,0.000,0.300,0.700
2015-08-26,226.12,0.1066,ACCUMULATION,0.015547,0.010883,83981.51,0.000,0.000,0.000,0.300,0.700
2015-08-27,224.94,0.1070,ACCUMULATION,-0.005204,-0.003643,83675.55,0.000,0.000,0.000,0.300,0.700
2015-08-28,232.17,0.1126,ACCUMULATION,0.032146,0.022502,85558.44,0.000,0.000,0.000,0.300,0.700
2015-08-29,229.83,0.1188,ACCUMULATION,-0.010099,-0.007069,84953.62,0.000,0.000,0.000,0.300,0.700
2015-08-30,229.02,0.1163,ACCUMULATION,-0.003510,-0.002457,84744.91,0.000,0.000,0.000,0.300,0.700
2015-08-31,230.69,0.1176,ACCUMULATION,0.007291,0.005104,85177.45,0.000,0.000,0.000,0.300,0.700
2015-09-01,227.96,0.1177,ACCUMULATION,-0.011851,-0.008296,84470.85,0.000,0.000,0.000,0.300,0.700
2015-09-02,229.50,0.1180,ACCUMULATION,0.006785,0.004749,84872.02,0.000,0.000,0.000,0.300,0.700
2015-09-03,227.11,0.1151,ACCUMULATION,-0.010436,-0.007305,84252.02,0.000,0.000,0.000,0.300,0.700
2015-09-04,231.18,0.1176,ACCUMULATION,0.017923,0.012546,85309.06,0.000,0.000,0.000,0.300,0.700
2015-09-05,235.90,0.1192,ACCUMULATION,0.020441,0.014309,86529.70,0.000,0.000,0.000,0.300,0.700
2015-09-06,240.81,0.1231,ACCUMULATION,0.020782,0.014547,87788.47,0.000,0.000,0.000,0.300,0.700
2015-09-07,240.63,0.1303,ACCUMULATION,-0.000714,-0.000500,87744.61,0.000,0.000,0.000,0.300,0.700
2015-09-08,244.17,0.1272,ACCUMULATION,0.014717,0.010302,88648.53,0.000,0.000,0.000,0.300,0.700
2015-09-09,238.72,0.1326,ACCUMULATION,-0.022330,-0.015631,87262.85,0.000,0.000,0.000,0.300,0.700
2015-09-10,238.75,0.1345,ACCUMULATION,0.000117,0.000082,87270.02,0.000,0.000,0.000,0.300,0.700
2015-09-11,240.85,0.1317,ACCUMULATION,0.008773,0.006141,87805.94,0.000,0.000,0.000,0.300,0.700
2015-09-12,236.35,0.1271,ACCUMULATION,-0.018656,-0.013059,86659.28,0.000,0.000,0.000,0.300,0.700
2015-09-13,230.55,0.1276,ACCUMULATION,-0.024552,-0.017187,85169.89,0.000,0.000,0.000,0.300,0.700
2015-09-14,230.95,0.1227,ACCUMULATION,0.001735,0.001214,85273.32,0.000,0.000,0.000,0.300,0.700
2015-09-15,230.40,0.1237,ACCUMULATION,-0.002382,-0.001668,85131.11,0.000,0.000,0.000,0.300,0.700
2015-09-16,229.04,0.1196,ACCUMULATION,-0.005882,-0.004118,84780.57,0.000,0.000,0.000,0.300,0.700
2015-09-17,233.20,0.1192,ACCUMULATION,0.018160,0.012712,85858.30,0.000,0.000,0.000,0.300,0.700
2015-09-18,233.18,0.1241,ACCUMULATION,-0.000118,-0.000083,85851.19,0.000,0.000,0.000,0.300,0.700
2015-09-19,232.24,0.1186,ACCUMULATION,-0.004004,-0.002803,85610.59,0.000,0.000,0.000,0.300,0.700
2015-09-20,231.36,0.1188,ACCUMULATION,-0.003786,-0.002650,85383.71,0.000,0.000,0.000,0.300,0.700
2015-09-21,226.77,0.1185,ACCUMULATION,-0.019834,-0.013884,84198.25,0.000,0.000,0.000,0.300,0.700
2015-09-22,230.63,0.1217,ACCUMULATION,0.016990,0.011893,85199.61,0.000,0.000,0.000,0.300,0.700
2015-09-23,230.13,0.1248,ACCUMULATION,-0.002141,-0.001499,85071.90,0.000,0.000,0.000,0.300,0.700
2015-09-24,234.32,0.1216,ACCUMULATION,0.018196,0.012737,86155.46,0.000,0.000,0.000,0.300,0.700
2015-09-25,235.54,0.1312,ACCUMULATION,0.005200,0.003640,86469.04,0.000,0.000,0.000,0.300,0.700
2015-09-26,234.59,0.1286,ACCUMULATION,-0.004018,-0.002813,86225.83,0.000,0.000,0.000,0.300,0.700
2015-09-27,233.24,0.1284,ACCUMULATION,-0.005748,-0.004024,85878.87,0.000,0.000,0.000,0.300,0.700
2015-09-28,240.02,0.1270,ACCUMULATION,0.029042,0.020330,87624.77,0.000,0.000,0.000,0.300,0.700
2015-09-29,237.34,0.1392,ACCUMULATION,-0.011170,-0.007819,86939.62,0.000,0.000,0.000,0.300,0.700
2015-09-30,236.74,0.1321,ACCUMULATION,-0.002513,-0.001759,86786.69,0.000,0.000,0.000,0.300,0.700
2015-10-01,238.23,0.1322,ACCUMULATION,0.006294,0.004406,87169.04,0.000,0.000,0.000,0.300,0.700
2015-10-02,237.94,0.1305,ACCUMULATION,-0.001229,-0.000860,87094.04,0.000,0.000,0.000,0.300,0.700
2015-10-03,239.74,0.1321,ACCUMULATION,0.007560,0.005292,87554.96,0.000,0.000,0.000,0.300,0.700
2015-10-04,239.52,0.1362,ACCUMULATION,-0.000913,-0.000639,87498.98,0.000,0.000,0.000,0.300,0.700
2015-10-05,240.96,0.1368,ACCUMULATION,0.006030,0.004221,87868.32,0.000,0.000,0.000,0.300,0.700
2015-10-06,246.94,0.1358,ACCUMULATION,0.024814,0.017370,89394.59,0.000,0.000,0.000,0.300,0.700
2015-10-07,243.73,0.1378,ACCUMULATION,-0.012983,-0.009088,88582.17,0.000,0.000,0.000,0.300,0.700
2015-10-08,243.03,0.1385,ACCUMULATION,-0.002892,-0.002024,88402.85,0.000,0.000,0.000,0.300,0.700
2015-10-09,244.45,0.1343,ACCUMULATION,0.005840,0.004088,88764.23,0.000,0.000,0.000,0.300,0.700
2015-10-10,245.96,0.1445,ACCUMULATION,0.006165,0.004316,89147.30,0.000,0.000,0.000,0.300,0.700
2015-10-11,248.53,0.1421,ACCUMULATION,0.010458,0.007321,89799.92,0.000,0.000,0.000,0.300,0.700
2015-10-12,246.09,0.1435,ACCUMULATION,-0.009796,-0.006857,89184.15,0.000,0.000,0.000,0.300,0.700
2015-10-13,250.47,0.1416,ACCUMULATION,0.017789,0.012452,90294.68,0.000,0.000,0.000,0.300,0.700
2015-10-14,253.14,0.1487,ACCUMULATION,0.010664,0.007465,90968.71,0.000,0.000,0.000,0.300,0.700
2015-10-15,254.69,0.1551,ACCUMULATION,0.006126,0.004288,91358.79,0.000,0.000,0.000,0.300,0.700
2015-10-16,262.74,0.1527,ACCUMULATION,0.031584,0.022109,93378.65,0.000,0.000,0.000,0.300,0.700
2015-10-17,271.93,0.1576,ACCUMULATION,0.034992,0.024494,95665.87,0.000,0.000,0.000,0.300,0.700
2015-10-18,263.48,0.1658,ACCUMULATION,-0.031071,-0.021750,93585.14,0.000,0.000,0.000,0.300,0.700
2015-10-19,264.36,0.1644,ACCUMULATION,0.003344,0.002341,93804.20,0.000,0.000,0.000,0.300,0.700
2015-10-20,270.83,0.1572,ACCUMULATION,0.024472,0.017130,95411.10,0.000,0.000,0.000,0.300,0.700
2015-10-21,268.04,0.1656,ACCUMULATION,-0.010309,-0.007216,94722.59,0.000,0.000,0.000,0.300,0.700
2015-10-22,275.41,0.1665,ACCUMULATION,0.027514,0.019259,96546.90,0.000,0.000,0.000,0.300,0.700
2015-10-23,278.61,0.1718,ACCUMULATION,0.011611,0.008128,97331.60,0.000,0.000,0.000,0.300,0.700
2015-10-24,283.61,0.1742,ACCUMULATION,0.017940,0.012558,98553.90,0.000,0.000,0.000,0.300,0.700
2015-10-25,286.05,0.1804,ACCUMULATION,0.008598,0.006019,99147.07,0.000,0.000,0.000,0.300,0.700
2015-10-26,286.70,0.1858,ACCUMULATION,0.002285,0.001600,99305.68,0.000,0.000,0.000,0.300,0.700
2015-10-27,295.56,0.1820,ACCUMULATION,0.030901,0.021631,101453.75,0.000,0.000,0.000,0.300,0.700
2015-10-28,304.44,0.1867,ACCUMULATION,0.030042,0.021029,103587.24,0.000,0.000,0.000,0.300,0.700
2015-10-29,314.88,0.1967,ACCUMULATION,0.034284,0.023999,106073.18,0.000,0.000,0.000,0.300,0.700
2015-10-30,328.49,0.2089,ACCUMULATION,0.043232,0.030262,109283.20,0.000,0.000,0.000,0.300,0.700
2015-10-31,314.12,0.2100,ACCUMULATION,-0.043754,-0.030628,105936.11,0.000,0.000,0.000,0.300,0.700
2015-11-01,329.85,0.2088,ACCUMULATION,0.050092,0.035064,109650.66,0.000,0.000,0.000,0.300,0.700
2015-11-02,364.62,0.2170,ACCUMULATION,0.105387,0.073771,117739.70,0.000,0.000,0.000,0.300,0.700
